Date,Close
2023-03-10,0.7763538461538462
2023-03-11,
2023-03-12,
2023-03-13,0.7525000000000001
2023-03-14,0.763
2023-03-15,0.7793769230769231
2023-03-16,0.7194461538461538
2023-03-17,0.7226769230769231
2023-03-18,
2023-03-19,
2023-03-20,0.732223076923077
2023-03-21,0.7097846153846153
2023-03-22,0.6669076923076923
2023-03-23,0.6751384615384615
2023-03-24,0.6367769230769231
2023-03-25,
2023-03-26,
2023-03-27,0.6205076923076922
2023-03-28,0.6261461538461539
2023-03-29,0.6339
2023-03-30,0.63995
